0,1,2,session,policy_area,party,state
0.0326,0.0204,0.0295,115,Armed Forces and National Security,Republican,AR
0,0.0146,0.0049,115,Taxation,Republican,AR
0,0.0204,0.0047,115,Animals,Republican,AR
0.0341,0.0221,0.0338,115,International Affairs,Republican,AR
0.0227,0.0204,0.0215,115,Immigration,Republican,AR
0.0341,0.0221,0.0338,115,International Affairs,Republican,AR
0,0.0204,0.0047,115,Animals,Republican,AR
0.0076,0.0204,0.01,115,Social Welfare,Republican,AR
0.005,0.0204,0.0082,115,Finance and Financial Sector,Republican,AR
0,0.0241,0.0152,114,None reported,Republican,AR
0.0372,0.0229,0.0365,113,Health,Republican,TX
0.1168,0.0538,0.1054,113,Government Operations and Politics,Republican,TX
0.1168,0.0538,0.1054,113,Government Operations and Politics,Republican,TX
0.0683,0.0247,0.0665,113,International Affairs,Republican,TX
0.0372,0.0229,0.0365,113,Health,Republican,TX
0.0524,0.0229,0.0457,113,Families,Republican,TX
0.0553,0.0229,0.0525,113,Crime and Law Enforcement,Republican,TX
0,0.0163,0.0099,113,Taxation,Republican,TX
0,0.0163,0.0099,113,Taxation,Republican,TX
0.0553,0.0229,0.0525,113,Crime and Law Enforcement,Republican,TX
0.0138,0.0229,0.0185,113,Energy,Republican,TX
0.046,0.0229,0.0428,113,Immigration,Republican,TX
0.1168,0.0538,0.1054,113,Government Operations and Politics,Republican,TX
0.047,0.0229,0.0406,113,"Civil Rights and Liberties, Minority Issues",Republican,TX
0.0655,0.0229,0.0584,113,Armed Forces and National Security,Republican,TX
0.0683,0.0247,0.0665,113,International Affairs,Republican,TX
0.0683,0.0247,0.0665,113,International Affairs,Republican,TX
0.046,0.0229,0.0428,113,Immigration,Republican,TX
0.046,0.0229,0.0428,113,Immigration,Republican,TX
0.0683,0.0247,0.0665,113,International Affairs,Republican,TX
0.046,0.0229,0.0428,113,Immigration,Republican,TX
0,0.0163,0.0099,113,Taxation,Republican,TX
0.0655,0.0229,0.0584,113,Armed Forces and National Security,Republican,TX
0.0553,0.0229,0.0525,113,Crime and Law Enforcement,Republican,TX
0.0553,0.0229,0.0525,113,Crime and Law Enforcement,Republican,TX
0.0505,0.0229,0.0539,113,Economics and Public Finance,Republican,TX
0,0.0241,0.0149,114,Law,Republican,TX
0.0862,0.0241,0.0721,114,"Science, Technology, Communications",Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0.1078,0.0261,0.0948,114,International Affairs,Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0.017,0.0241,0.0241,114,Finance and Financial Sector,Republican,TX
0.1078,0.0261,0.0948,114,International Affairs,Republican,TX
0.1078,0.0261,0.0948,114,International Affairs,Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0.1078,0.0261,0.0948,114,International Affairs,Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0.0599,0.0241,0.0528,114,Health,Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0.179,0.0567,0.1477,114,Government Operations and Politics,Republican,TX
0.0115,0.0241,0.0209,114,Education,Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0,0.0172,0.0144,114,Taxation,Republican,TX
0.1078,0.0261,0.0948,114,International Affairs,Republican,TX
0.0736,0.0241,0.0616,114,Immigration,Republican,TX
0.0879,0.0241,0.0753,114,Crime and Law Enforcement,Republican,TX
0,0.0172,0.0144,114,Taxation,Republican,TX
0.017,0.0241,0.0241,114,Finance and Financial Sector,Republican,TX
0.0862,0.0241,0.0721,114,"Science, Technology, Communications",Republican,TX
0.1078,0.0261,0.0948,114,International Affairs,Republican,TX
0.0862,0.0241,0.0721,114,"Science, Technology, Communications",Republican,TX
0.0599,0.0241,0.0528,114,Health,Republican,TX
0.0599,0.0241,0.0528,114,Health,Republican,TX
0.179,0.0567,0.1477,114,Government Operations and Politics,Republican,TX
0.0835,0.0241,0.0658,114,Families,Republican,TX
0.0599,0.0241,0.0528,114,Health,Republican,TX
0.0226,0.0241,0.027,114,Energy,Republican,TX
0.1078,0.0261,0.0948,114,International Affairs,Republican,TX
0,0.0567,0.035,114,Government Operations and Politics,Republican,TX
0,0.0567,0.035,114,Government Operations and Politics,Republican,TX
0,0.0241,0.0129,114,"Civil Rights and Liberties, Minority Issues",Republican,TX
0.0242,0.0204,0.0224,115,Health,Republican,TX
0.0449,0.0221,0.0413,115,International Affairs,Republican,TX
0.0449,0.0221,0.0413,115,International Affairs,Republican,TX
0.0782,0.0483,0.0666,115,Government Operations and Politics,Republican,TX
0.0337,0.0204,0.0293,115,Transportation and Public Works,Republican,TX
0.0089,0.0204,0.0113,115,Energy,Republican,TX
0.043,0.0204,0.0361,115,Armed Forces and National Security,Republican,TX
0.0242,0.0204,0.0224,115,Health,Republican,TX
0,0.0146,0.006,115,Taxation,Republican,TX
0.03,0.0204,0.0263,115,Immigration,Republican,TX
0.03,0.0204,0.0263,115,Immigration,Republican,TX
0.0067,0.0204,0.0101,115,Finance and Financial Sector,Republican,TX
0.0354,0.0204,0.031,115,"Science, Technology, Communications",Republican,TX
0.03,0.0204,0.0263,115,Immigration,Republican,TX
0.0782,0.0483,0.0666,115,Government Operations and Politics,Republican,TX
0.0449,0.0221,0.0413,115,International Affairs,Republican,TX
0.0449,0.0221,0.0413,115,International Affairs,Republican,TX
0.0449,0.0221,0.0413,115,International Affairs,Republican,TX
0.0111,0.0204,0.0129,115,Environmental Protection,Republican,TX
0.0361,0.0204,0.0324,115,Crime and Law Enforcement,Republican,TX
0.0449,0.0221,0.0413,115,International Affairs,Republican,TX
0.6434,0.0516,0.5056,115,Congress,Republican,TX
0.0458,0.0442,0.0712,115,Labor and Employment,Republican,TX
0.1101,0.0442,0.0995,115,Energy,Republican,TX
0,0.0204,0.0078,115,None reported,Republican,TX
0,0.0204,0.0078,115,None reported,Republican,TX
0,0.0204,0.0078,115,None reported,Republican,TX
0,0.0229,0.005,113,Agriculture and Food,Democratic,MA
0.0032,0.0204,0.0083,115,Transportation and Public Works,Democratic,NV
0.0034,0.0204,0.0088,115,"Science, Technology, Communications",Democratic,NV
0.0028,0.0204,0.0075,115,Immigration,Democratic,NV
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0.0031,0.0229,0.0052,113,Finance and Financial Sector,Democratic,IL
0,0.0229,0.0032,113,Law,Democratic,IL
0.0172,0.0229,0.0169,113,Crime and Law Enforcement,Democratic,IL
0.0052,0.0229,0.0067,113,Environmental Protection,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0172,0.0229,0.0169,113,Crime and Law Enforcement,Democratic,IL
0.0046,0.0229,0.01,113,Agriculture and Food,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0114,0.0229,0.0117,113,Health,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0.0215,0.0247,0.0217,113,International Affairs,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0.0381,0.0538,0.0354,113,Government Operations and Politics,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0,0.0163,0.0031,113,Taxation,Democratic,IL
0.0383,0.0229,0.0359,113,Emergency Management,Democratic,IL
0.0133,0.0229,0.0128,113,Public Lands and Natural Resources,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0381,0.0538,0.0354,113,Government Operations and Politics,Democratic,IL
0.0114,0.0229,0.0117,113,Health,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0,0.0163,0.0031,113,Taxation,Democratic,IL
0.0031,0.0229,0.0052,113,Finance and Financial Sector,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0114,0.0229,0.0117,113,Health,Democratic,IL
0.0215,0.0247,0.0217,113,International Affairs,Democratic,IL
0.0021,0.0229,0.0045,113,Education,Democratic,IL
0.0089,0.0229,0.0095,113,Commerce,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0215,0.0247,0.0217,113,International Affairs,Democratic,IL
0.0114,0.0229,0.0117,113,Health,Democratic,IL
0,0.0229,0.003,113,Animals,Democratic,IL
0.0114,0.0229,0.0117,113,Health,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0205,0.0229,0.0189,113,Armed Forces and National Security,Democratic,IL
0.0061,0.0229,0.0074,113,Water Resources Development,Democratic,IL
0.0061,0.0229,0.0074,113,Water Resources Development,Democratic,IL
0.0114,0.0229,0.0117,113,Health,Democratic,IL
0.0031,0.0229,0.0052,113,Finance and Financial Sector,Democratic,IL
0,0.0229,0.0031,113,Foreign Trade and International Finance,Democratic,IL
0.0133,0.0229,0.0128,113,Public Lands and Natural Resources,Democratic,IL
0.0381,0.0538,0.0354,113,Government Operations and Politics,Democratic,IL
0.0016,0.0229,0.0041,113,Labor and Employment,Democratic,IL
0.0016,0.0229,0.0041,113,Labor and Employment,Democratic,IL
0.0201,0.0229,0.0215,114,Armed Forces and National Security,Democratic,IL
0.0201,0.0229,0.0215,114,Armed Forces and National Security,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0.0201,0.0229,0.0215,114,Armed Forces and National Security,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0031,0.0229,0.0059,114,Finance and Financial Sector,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.013,0.0229,0.0146,114,Public Lands and Natural Resources,Democratic,IL
0.0087,0.0229,0.0108,114,Commerce,Democratic,IL
0.0376,0.0229,0.0408,114,Emergency Management,Democratic,IL
0,0.0163,0.0035,114,Taxation,Democratic,IL
0.0169,0.0229,0.0193,114,Crime and Law Enforcement,Democratic,IL
0.0374,0.0538,0.0402,114,Government Operations and Politics,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0201,0.0229,0.0215,114,Armed Forces and National Security,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0.0139,0.0229,0.0156,114,Immigration,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0,0.0163,0.0035,114,Taxation,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0169,0.0229,0.0193,114,Crime and Law Enforcement,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0.0053,0.0229,0.0078,114,Housing and Community Development,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0.0046,0.0229,0.0114,114,Agriculture and Food,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0.0374,0.0538,0.0402,114,Government Operations and Politics,Democratic,IL
0.0112,0.0229,0.0133,114,Health,Democratic,IL
0.021,0.0247,0.0247,114,International Affairs,Democratic,IL
0.0374,0.0538,0.0402,114,Government Operations and Politics,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0169,0.0229,0.0193,114,Crime and Law Enforcement,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0,0.0163,0.0035,114,Taxation,Democratic,IL
0.0087,0.0229,0.0108,114,Commerce,Democratic,IL
0.0201,0.0229,0.0215,114,Armed Forces and National Security,Democratic,IL
0.0051,0.0229,0.0076,114,Environmental Protection,Democratic,IL
0.0031,0.0229,0.0059,114,Finance and Financial Sector,Democratic,IL
0.0165,0.0229,0.0184,114,"Science, Technology, Communications",Democratic,IL
0,0.0229,0.0036,114,Law,Democratic,IL
0.0031,0.0229,0.0059,114,Finance and Financial Sector,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0376,0.0229,0.0408,114,Emergency Management,Democratic,IL
0.0016,0.0229,0.0046,114,Labor and Employment,Democratic,IL
0.0374,0.0538,0.0402,114,Government Operations and Politics,Democratic,IL
0.0021,0.0229,0.0051,114,Education,Democratic,IL
0.0023,0.0204,0.006,115,Health,Democratic,IL
6.00E-04,0.0204,0.0027,115,Finance and Financial Sector,Democratic,IL
3.00E-04,0.0204,0.0021,115,Labor and Employment,Democratic,IL
0.0041,0.0204,0.0097,115,Armed Forces and National Security,Democratic,IL
0.0041,0.0204,0.0097,115,Armed Forces and National Security,Democratic,IL
0.0077,0.0483,0.0183,115,Government Operations and Politics,Democratic,IL
0.0041,0.0204,0.0097,115,Armed Forces and National Security,Democratic,IL
0,0.0146,0.0016,115,Taxation,Democratic,IL
0.0077,0.0483,0.0183,115,Government Operations and Politics,Democratic,IL
0.0077,0.0483,0.0183,115,Government Operations and Politics,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
6.00E-04,0.0204,0.0027,115,Finance and Financial Sector,Democratic,IL
0,0.0146,0.0016,115,Taxation,Democratic,IL
0.0011,0.0204,0.0035,115,Housing and Community Development,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
0.0034,0.0204,0.0087,115,Crime and Law Enforcement,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
0.0023,0.0204,0.006,115,Health,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
0.0077,0.0204,0.0186,115,Emergency Management,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
0.0023,0.0204,0.006,115,Health,Democratic,IL
0.0033,0.0204,0.0083,115,"Science, Technology, Communications",Democratic,IL
0,0.0204,0.0016,115,Law,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
0.001,0.0204,0.0034,115,Environmental Protection,Democratic,IL
0.0026,0.0204,0.0066,115,Public Lands and Natural Resources,Democratic,IL
0,0.0146,0.0016,115,Taxation,Democratic,IL
3.00E-04,0.0204,0.0021,115,Labor and Employment,Democratic,IL
0.0425,0.0538,0.0377,113,Government Operations and Politics,Democratic,IN
0.0018,0.0229,0.0043,113,Labor and Employment,Democratic,IN
0.0035,0.0229,0.0056,113,Finance and Financial Sector,Democratic,IN
0.006,0.0229,0.0073,113,Housing and Community Development,Democratic,IN
0.023,0.0229,0.0202,113,Armed Forces and National Security,Democratic,IN
0.023,0.0229,0.0202,113,Armed Forces and National Security,Democratic,IN
0.023,0.0229,0.0202,113,Armed Forces and National Security,Democratic,IN
0.0035,0.0229,0.0063,114,Finance and Financial Sector,Democratic,IN
0.0057,0.0229,0.0081,114,Environmental Protection,Democratic,IN
0.0035,0.0229,0.0063,114,Finance and Financial Sector,Democratic,IN
0.0018,0.0229,0.0049,114,Labor and Employment,Democratic,IN
0.0176,0.0229,0.0186,114,Transportation and Public Works,Democratic,IN
0.0126,0.0229,0.0142,114,Health,Democratic,IN
0.0225,0.0229,0.023,114,Armed Forces and National Security,Democratic,IN
0.0189,0.0229,0.0206,114,Crime and Law Enforcement,Democratic,IN
0.0189,0.0229,0.0206,114,Crime and Law Enforcement,Democratic,IN
0.0417,0.0538,0.0428,114,Government Operations and Politics,Democratic,IN
0.0059,0.0229,0.0084,114,Housing and Community Development,Democratic,IN
0.0225,0.0229,0.023,114,Armed Forces and National Security,Democratic,IN
0.0225,0.0229,0.023,114,Armed Forces and National Security,Democratic,IN
0.0225,0.0229,0.023,114,Armed Forces and National Security,Democratic,IN
0.0023,0.0229,0.0055,114,Education,Democratic,IN
0,0.0229,0.0023,114,Economics and Public Finance,Democratic,IN
0.0025,0.0204,0.0064,115,Health,Democratic,IN
0.0025,0.0204,0.0064,115,Health,Democratic,IN
0.0046,0.0204,0.0104,115,Armed Forces and National Security,Democratic,IN
0.0025,0.0204,0.0064,115,Health,Democratic,IN
0.001,0.0204,0.0055,115,Agriculture and Food,Democratic,IN
0.0086,0.0483,0.0196,115,Government Operations and Politics,Democratic,IN
0.0012,0.0204,0.0038,115,Housing and Community Development,Democratic,IN
0.01,0.0225,0.0204,115,Native Americans,Democratic,IN
0,0.0146,0.0017,115,Taxation,Democratic,IN
0.002,0.0204,0.0052,115,Commerce,Democratic,IN
0.003,0.0204,0.007,115,Public Lands and Natural Resources,Democratic,IN
7.00E-04,0.0204,0.0028,115,Finance and Financial Sector,Democratic,IN
0.0038,0.0204,0.0093,115,Crime and Law Enforcement,Democratic,IN
0.0237,0.0442,0.0447,115,Economics and Public Finance,Democratic,IN
0,0.0204,0.0022,115,None reported,Democratic,IN
0.0057,0.0241,0.0089,114,Energy,Republican,MT
0.0057,0.0241,0.0089,114,Energy,Republican,MT
0,0.0172,0.0047,114,Taxation,Republican,MT
0.051,0.0567,0.0532,114,Government Operations and Politics,Republican,MT
0.0083,0.0241,0.0113,114,Water Resources Development,Republican,MT
0.0277,0.0241,0.0287,114,Armed Forces and National Security,Republican,MT
0.0277,0.0241,0.0287,114,Armed Forces and National Security,Republican,MT
0.0043,0.0241,0.008,114,Finance and Financial Sector,Republican,MT
0,0.0241,0.0046,114,Animals,Republican,MT
0.0155,0.0241,0.0177,114,Health,Republican,MT
0.0029,0.0241,0.0069,114,Education,Republican,MT
0.051,0.0567,0.0532,114,Government Operations and Politics,Republican,MT
0.0277,0.0241,0.0287,114,Armed Forces and National Security,Republican,MT
0.0227,0.0241,0.0245,114,"Science, Technology, Communications",Republican,MT
0.0029,0.0241,0.0069,114,Education,Republican,MT
0.051,0.0567,0.0532,114,Government Operations and Politics,Republican,MT
0,0.0241,0.0049,114,Law,Republican,MT
0.0277,0.0241,0.0287,114,Armed Forces and National Security,Republican,MT
0.0057,0.0241,0.0089,114,Energy,Republican,MT
0.0277,0.0241,0.0287,114,Armed Forces and National Security,Republican,MT
0.0586,0.0265,0.0555,114,Native Americans,Republican,MT
0.0179,0.0241,0.0195,114,Public Lands and Natural Resources,Republican,MT
0.012,0.0241,0.0144,114,Commerce,Republican,MT
0,0.0241,0.0047,114,Foreign Trade and International Finance,Republican,MT
0.0043,0.0241,0.008,114,Finance and Financial Sector,Republican,MT
0.0179,0.0241,0.0195,114,Public Lands and Natural Resources,Republican,MT
0.0063,0.0241,0.0152,114,Agriculture and Food,Republican,MT
0.0216,0.0241,0.0232,114,Transportation and Public Works,Republican,MT
0.0179,0.0241,0.0195,114,Public Lands and Natural Resources,Republican,MT
0.0108,0.0241,0.0134,114,Economics and Public Finance,Republican,MT
0.051,0.0567,0.0532,114,Government Operations and Politics,Republican,MT
0.0108,0.0241,0.0134,114,Economics and Public Finance,Republican,MT
0.051,0.0567,0.0532,114,Government Operations and Politics,Republican,MT
0.0017,0.0204,0.0033,115,Finance and Financial Sector,Republican,MT
0.0109,0.0204,0.012,115,Armed Forces and National Security,Republican,MT
0.0047,0.0204,0.006,115,Commerce,Republican,MT
0.0071,0.0204,0.0081,115,Public Lands and Natural Resources,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0.0087,0.0204,0.0093,115,Families,Republican,MT
0.0109,0.0204,0.012,115,Armed Forces and National Security,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0.0206,0.0204,0.0229,115,Emergency Management,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0,0.0146,0.002,115,Taxation,Republican,MT
0.0011,0.0204,0.0028,115,Education,Republican,MT
0.009,0.0204,0.0103,115,"Science, Technology, Communications",Republican,MT
0.009,0.0204,0.0103,115,"Science, Technology, Communications",Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0,0.0204,0.002,115,Law,Republican,MT
0.0085,0.0204,0.0097,115,Transportation and Public Works,Republican,MT
0.0022,0.0204,0.0037,115,Energy,Republican,MT
0.0022,0.0204,0.0037,115,Energy,Republican,MT
0.0071,0.0204,0.0081,115,Public Lands and Natural Resources,Republican,MT
0.0032,0.0204,0.0047,115,Water Resources Development,Republican,MT
0,0.0146,0.002,115,Taxation,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0.0042,0.0204,0.0056,115,Economics and Public Finance,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0.0205,0.0483,0.0226,115,Government Operations and Politics,Republican,MT
0,0.0146,0.002,115,Taxation,Republican,MT
0.0042,0.0204,0.0056,115,Economics and Public Finance,Republican,MT
0,0.0204,0.0019,115,Foreign Trade and International Finance,Republican,MT
0.0891,0.0442,0.0734,115,Public Lands and Natural Resources,Republican,MT
0.0967,0.0442,0.0744,115,"Civil Rights and Liberties, Minority Issues",Republican,MT
0.0041,0.0204,0.0097,115,Armed Forces and National Security,Democratic,IL
0.0032,0.0204,0.0078,115,Transportation and Public Works,Democratic,IL
0.0026,0.0204,0.0066,115,Public Lands and Natural Resources,Democratic,IL
0.0041,0.0204,0.0097,115,Armed Forces and National Security,Democratic,IL
0.001,0.0204,0.0034,115,Environmental Protection,Democratic,IL
0.001,0.0204,0.0034,115,Environmental Protection,Democratic,IL
0.0033,0.0204,0.0083,115,"Science, Technology, Communications",Democratic,IL
0.0043,0.0221,0.0112,115,International Affairs,Democratic,IL
4.00E-04,0.0204,0.0023,115,Education,Democratic,IL
0.0028,0.0204,0.007,115,Immigration,Democratic,IL
0.0028,0.0204,0.007,115,Immigration,Democratic,IL
0.0028,0.0204,0.007,115,Immigration,Democratic,IL
0.0041,0.0204,0.0097,115,Armed Forces and National Security,Democratic,IL
0.0077,0.0483,0.0183,115,Government Operations and Politics,Democratic,IL
8.00E-04,0.0204,0.003,115,Energy,Democratic,IL
0.001,0.0204,0.0034,115,Environmental Protection,Democratic,IL
0.0032,0.0204,0.0078,115,Transportation and Public Works,Democratic,IL
0.0034,0.0204,0.0087,115,Crime and Law Enforcement,Democratic,IL
0,0.0204,0.002,115,None reported,Democratic,IL
0.0085,0.0229,0.011,113,Commerce,Republican,WY
0.0127,0.0229,0.0149,113,Public Lands and Natural Resources,Republican,WY
0.0076,0.0229,0.0102,113,Economics and Public Finance,Republican,WY
0.003,0.0229,0.0061,113,Finance and Financial Sector,Republican,WY
0.005,0.0229,0.0077,113,Environmental Protection,Republican,WY
0.0165,0.0229,0.0197,113,Crime and Law Enforcement,Republican,WY
0,0.0163,0.0036,113,Taxation,Republican,WY
0,0.0229,0.0035,113,Animals,Republican,WY
0.0076,0.0229,0.0102,113,Economics and Public Finance,Republican,WY
0,0.0163,0.0036,113,Taxation,Republican,WY
0.005,0.0229,0.0077,113,Environmental Protection,Republican,WY
0.0046,0.0229,0.0074,113,Social Welfare,Republican,WY
0.0109,0.0229,0.0135,113,Health,Republican,WY
0.0153,0.0229,0.0178,113,Transportation and Public Works,Republican,WY
0,0.0163,0.0036,113,Taxation,Republican,WY
0,0.0163,0.0036,113,Taxation,Republican,WY
0.0076,0.0229,0.0102,113,Economics and Public Finance,Republican,WY
0.0076,0.0229,0.0102,113,Economics and Public Finance,Republican,WY
0.0109,0.0229,0.0135,113,Health,Republican,WY
0,0.0163,0.0036,113,Taxation,Republican,WY
0.004,0.0229,0.0068,113,Energy,Republican,WY
0.0699,0.0538,0.0785,113,Government Operations and Politics,Republican,WY
0.0208,0.0241,0.0217,114,Public Lands and Natural Resources,Republican,WY
0.0268,0.0241,0.0286,114,Crime and Law Enforcement,Republican,WY
0.0179,0.0241,0.0198,114,Health,Republican,WY
0.0208,0.0241,0.0217,114,Public Lands and Natural Resources,Republican,WY
0.0179,0.0241,0.0198,114,Health,Republican,WY
0.0587,0.0567,0.059,114,Government Operations and Politics,Republican,WY
0.025,0.0241,0.0259,114,Transportation and Public Works,Republican,WY
0.0026,0.0241,0.0069,114,Labor and Employment,Republican,WY
0.0125,0.0241,0.015,114,Economics and Public Finance,Republican,WY
0,0.0172,0.0053,114,Taxation,Republican,WY
0.0125,0.0241,0.015,114,Economics and Public Finance,Republican,WY
0.0125,0.0241,0.015,114,Economics and Public Finance,Republican,WY
0,0.0172,0.0053,114,Taxation,Republican,WY
0.0066,0.0241,0.0099,114,Energy,Republican,WY
0.0049,0.0241,0.0089,114,Finance and Financial Sector,Republican,WY
0.0049,0.0241,0.0089,114,Finance and Financial Sector,Republican,WY
0.0049,0.0241,0.0089,114,Finance and Financial Sector,Republican,WY
0.0268,0.0241,0.0286,114,Crime and Law Enforcement,Republican,WY
0.0075,0.0241,0.0108,114,Social Welfare,Republican,WY
0,0.0172,0.0053,114,Taxation,Republican,WY
0.0082,0.0241,0.0113,114,Environmental Protection,Republican,WY
0.0139,0.0241,0.0161,114,Commerce,Republican,WY
0,0.0567,0.013,114,Government Operations and Politics,Republican,WY
0.0106,0.0204,0.012,115,Crime and Law Enforcement,Republican,WY
0.0026,0.0204,0.0041,115,Energy,Republican,WY
0.007,0.0204,0.0082,115,Health,Republican,WY
0.001,0.0204,0.0029,115,Labor and Employment,Republican,WY
0.0049,0.0204,0.0062,115,Economics and Public Finance,Republican,WY
0.0082,0.0204,0.009,115,Public Lands and Natural Resources,Republican,WY
0.0032,0.0204,0.0047,115,Environmental Protection,Republican,WY
0,0.0146,0.0022,115,Taxation,Republican,WY
0.0013,0.0204,0.0032,115,Education,Republican,WY
0.0029,0.0204,0.0045,115,Social Welfare,Republican,WY
0,0.0146,0.0022,115,Taxation,Republican,WY
0,0.0146,0.0022,115,Taxation,Republican,WY
0.0817,0.0261,0.0743,114,International Affairs,Republican,IA
0.1383,0.0567,0.1172,114,Government Operations and Politics,Republican,IA
0.1383,0.0567,0.1172,114,Government Operations and Politics,Republican,IA
0.0448,0.0241,0.041,114,Health,Republican,IA
0.0783,0.0241,0.0653,114,Armed Forces and National Security,Republican,IA
0.0783,0.0241,0.0653,114,Armed Forces and National Security,Republican,IA
0.1383,0.0567,0.1172,114,Government Operations and Politics,Republican,IA
0.1383,0.0567,0.1172,114,Government Operations and Politics,Republican,IA
0,0.0172,0.0111,114,Taxation,Republican,IA
0.035,0.0241,0.0334,114,Commerce,Republican,IA
0.1383,0.0567,0.1172,114,Government Operations and Politics,Republican,IA
0.0553,0.0241,0.0479,114,Immigration,Republican,IA
0.0783,0.0241,0.0653,114,Armed Forces and National Security,Republican,IA
0.0783,0.0241,0.0653,114,Armed Forces and National Security,Republican,IA
0,0.0241,0.0051,114,Environmental Protection,Republican,IA
0.0139,0.0204,0.014,115,Commerce,Republican,IA
0,0.0146,0.0046,115,Taxation,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
0.0075,0.0204,0.0094,115,Social Welfare,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
0.0588,0.0483,0.0518,115,Government Operations and Politics,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
0.0139,0.0204,0.014,115,Commerce,Republican,IA
0,0.0146,0.0046,115,Taxation,Republican,IA
0.0179,0.0204,0.0173,115,Health,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
0.0222,0.0204,0.0203,115,Immigration,Republican,IA
0.032,0.0204,0.0279,115,Armed Forces and National Security,Republican,IA
