bioguideId,session,billid,policy_area,billtype,billoutcome,last_name,first_name,party,state_name,state,chamber,state_name_2,total_session,total_state,proportion
C000542,113,2351,Taxation,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3067,20,0.006521030322791001
C000542,113,2352,Foreign Trade and International Finance,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3067,20,0.006521030322791001
C000542,113,2708,Taxation,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3067,20,0.006521030322791001
C000542,113,2869,Immigration,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3067,20,0.006521030322791001
C000542,113,581,Economics and Public Finance,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3067,20,0.006521030322791001
C000542,113,751,Agriculture and Food,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3067,20,0.006521030322791001
C000542,113,831,Public Lands and Natural Resources,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3067,20,0.006521030322791001
C000542,114,1413,Taxation,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,1458,Environmental Protection,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,1728,Taxation,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,1758,Social Welfare,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,1927,Government Operations and Politics,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,2762,Taxation,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,2998,Health,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,3294,Economics and Public Finance,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,4,Health,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,400,Taxation,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,542,Immigration,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,726,Finance and Financial Sector,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000542,114,989,Foreign Trade and International Finance,S,nothing,Coats,Daniel,Republican,Indiana,IN,Senate,indiana,3589,29,0.008080245193647256
C000560,113,1003,Education,S,Failed Legislation,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1045,Government Operations and Politics,S,Ordered Reported,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1099,Social Welfare,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,118,Taxation,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1204,Health,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1312,Government Operations and Politics,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1338,Government Operations and Politics,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1347,Government Operations and Politics,S,Ordered Reported,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1404,Congress,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1455,Taxation,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1510,Armed Forces and National Security,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,1524,Taxation,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,154,Health,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2005,Health,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2113,Government Operations and Politics,S,Ordered Reported,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2206,"Science, Technology, Communications",S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2240,Health,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2278,Health,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2370,Economics and Public Finance,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2651,Government Operations and Politics,S,Became Law,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2852,Finance and Financial Sector,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2873,Public Lands and Natural Resources,S,Ordered Reported,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2904,Armed Forces and National Security,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,2927,Government Operations and Politics,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,3003,Social Welfare,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,417,Government Operations and Politics,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,682,Education,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,963,Health,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000560,113,972,Health,S,nothing,Coburn,Tom,Republican,Oklahoma,OK,Senate,oklahoma,3067,57,0.018584936419954352
C000567,113,1093,Government Operations and Politics,S,Became Law,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,1289,Transportation and Public Works,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,1890,Education,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,1894,Health,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,2105,Crime and Law Enforcement,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,212,Public Lands and Natural Resources,S,Ordered Reported,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,2662,Health,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,304,Public Lands and Natural Resources,S,Became Law,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,305,Public Lands and Natural Resources,S,Ordered Reported,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,370,Education,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,113,914,Health,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3067,23,0.007499184871209651
C000567,114,1013,Health,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,1211,Health,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,1558,Armed Forces and National Security,S,Ordered Reported,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,2129,Economics and Public Finance,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,2130,Economics and Public Finance,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,2131,Economics and Public Finance,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,2132,Economics and Public Finance,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,2177,Public Lands and Natural Resources,S,Ordered Reported,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,3000,Armed Forces and National Security,S,Ordered Reported,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,3054,"Civil Rights and Liberties, Minority Issues",S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,3350,Agriculture and Food,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,114,705,Transportation and Public Works,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,3589,32,0.008916132627472834
C000567,115,1260,Public Lands and Natural Resources,S,nothing,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,2113,20,0.00946521533364884
C000567,115,644,Public Lands and Natural Resources,S,Ordered Reported,Cochran,Thad,Republican,Mississippi,MS,Senate,mississippi,2113,20,0.00946521533364884
C000880,113,165,Native Americans,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3067,16,0.005216824258232801
C000880,113,1854,Transportation and Public Works,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3067,16,0.005216824258232801
C000880,113,2027,Law,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3067,16,0.005216824258232801
C000880,113,2040,Native Americans,S,Became Law,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3067,16,0.005216824258232801
C000880,113,2041,Native Americans,S,Ordered Reported,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3067,16,0.005216824258232801
C000880,113,847,Animals,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3067,16,0.005216824258232801
C000880,113,906,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3067,16,0.005216824258232801
C000880,114,1167,Public Lands and Natural Resources,S,Ordered Reported,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,1363,Energy,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,144,Education,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,1500,Environmental Protection,S,Ordered Reported,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,1644,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,2071,Health,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,2197,Health,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,2209,Crime and Law Enforcement,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,2236,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,228,Public Lands and Natural Resources,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,2461,Energy,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,2495,Social Welfare,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,2595,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,263,Water Resources Development,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,331,Labor and Employment,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,3401,Armed Forces and National Security,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,360,Law,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,383,Native Americans,S,Ordered Reported,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,384,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,440,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,496,Health,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,538,Transportation and Public Works,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,561,Animals,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,637,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,752,Housing and Community Development,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,114,881,Finance and Financial Sector,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,115,1001,Health,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,1090,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,1279,Armed Forces and National Security,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,132,Public Lands and Natural Resources,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,1361,Health,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,1436,Public Lands and Natural Resources,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,1463,Finance and Financial Sector,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,1571,Finance and Financial Sector,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,1779,Commerce,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,197,Labor and Employment,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,202,Social Welfare,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,209,Law,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,340,Environmental Protection,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,407,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,410,Armed Forces and National Security,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,487,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,59,Taxation,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,80,Water Resources Development,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,97,Energy,S,Ordered Reported,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,115,47,Finance and Financial Sector,SJRES,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C000880,114,701,None reported,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,3589,42,0.011702424073558095
C000880,115,2067,None reported,S,nothing,Crapo,Michael,Republican,Idaho,ID,Senate,idaho,2113,32,0.015144344533838144
C001035,113,1050,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1051,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1085,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1089,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1119,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1188,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1222,Education,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1332,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1528,Environmental Protection,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1618,Government Operations and Politics,S,Ordered Reported,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1730,Government Operations and Politics,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1825,Labor and Employment,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1892,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,1970,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,206,Commerce,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2081,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2100,International Affairs,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2102,Finance and Financial Sector,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2210,Education,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2270,Finance and Financial Sector,S,Became Law,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2478,Transportation and Public Works,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2689,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2896,Education,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,2976,Finance and Financial Sector,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,398,"Arts, Culture, Religion",S,Ordered Reported,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,444,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,465,Economics and Public Finance,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,506,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,573,Government Operations and Politics,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,701,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,818,Transportation and Public Works,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,113,853,Transportation and Public Works,S,Passed in the Senate,Collins,Susan,Republican,Maine,ME,Senate,maine,3067,44,0.014346266710140202
C001035,114,1003,Foreign Trade and International Finance,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1141,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1266,Commerce,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1516,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1632,International Affairs,S,Became Law,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1719,Health,S,Passed in the Senate,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1799,Finance and Financial Sector,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1828,Government Operations and Politics,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1911,International Affairs,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,1917,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2059,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2068,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2194,International Affairs,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2216,Finance and Financial Sector,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2389,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2615,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,266,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2668,Housing and Community Development,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2672,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2745,Health,S,Ordered Reported,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2825,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2844,Economics and Public Finance,S,Ordered Reported,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,2990,Transportation and Public Works,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,30,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,3226,Armed Forces and National Security,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,523,Energy,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,534,Immigration,S,Failed Legislation,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,540,Agriculture and Food,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,578,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,616,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,804,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,839,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,114,965,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,3589,57,0.015881861242685986
C001035,115,1028,Health,S,Passed in the Senate,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1091,Families,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1115,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1188,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1238,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1239,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1264,Finance and Financial Sector,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1383,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1402,Agriculture and Food,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1498,"Arts, Culture, Religion",S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1655,Economics and Public Finance,S,Ordered Reported,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1730,Immigration,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1754,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1782,Taxation,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,1835,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,223,Finance and Financial Sector,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,297,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,353,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,383,Energy,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
C001035,115,445,Health,S,nothing,Collins,Susan,Republican,Maine,ME,Senate,maine,2113,38,0.017983909133932798
